Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36
"R (growth rate per h)",0.144941050713976,0.106226361634539,0.0842358684143156,0.108093145957925,0.0268205093288003,0.0879500697588205,0.0858193750795865,0.11249752015745,0.117241714631145,0.104988894688899,0.180699015476062,0.185455120199482,0.163822804696777,0.156674929151173,0.162113808370702,0.325861374258888,0.29127581817306,0.31957736271049,0.305426112295679,0.305312867674342,0.497347289155773,0.434399923668468,0.488299946564781,0.500346025412771,0.521271602114831,0.914924569475588,0.954749499887474,0.967997732046005,0.932595551695555,0.978511628843014,1.46186688972332,1.44940981127416,1.48008844058602,1.51422854409182,1.51147052801938
"R algorithmic standard error estimate",0.028377309265597,0.00616597970645141,0.0186876835970153,4.60886518380279,0.0178773176488677,0.0102920256691238,0.016929991743891,0.0316428222721046,0.00577938065172262,0.00745443681922343,0.0070695035437957,0.00686540837132855,0.0207129255771398,0.0163179603777037,0.0224118181542514,0.00972594991648286,0.00809063179490406,0.0122493362297487,0.00949464736962921,0.00940442602022601,0.0128995159860411,0.0127720821752196,0.011791453083439,0.0126540424908959,0.0136910701606857,0.0180005427443804,0.0195902470526875,0.0200009087084605,0.0181973904060892,0.0201496397146554,0.026688960488147,0.0262149576430307,0.0278622107880006,0.028532374347268,0.0298031298548239
"K (population size OD600nm)",0.00127487351383894,0.00113326105647963,0.00261582147246351,3.21331297381612,0.000477003373152567,0.00402114747790796,0.00419534874058652,0.00448164221793397,0.00418547489965638,0.00403350064761994,0.00708300409815578,0.00718919236663218,0.00709565354693728,0.00704651017205379,0.00743124987568682,0.0133872927015997,0.0131989263065501,0.0127197480234149,0.0133403880374868,0.0137690806094649,0.0229595134352552,0.0228697200590338,0.0234518705898279,0.0233743604615308,0.0238263202410582,0.0425868888775426,0.0469482391614014,0.0470403386802073,0.0477657230370277,0.046814660371208,0.0702135050028222,0.0747613739762027,0.0737639526871934,0.0754503107527949,0.072119881276877
"K algorithmic standard error estimate",0.000162473855388389,4.30748649911553e-05,0.000331698950554523,68.8361213742304,0.00022100941438318,9.2880917086745e-05,0.000168859384230543,0.000233504839589051,0.00011724772449452,5.15329245600684e-05,0.000158043484454579,0.000153492534285231,0.000156329269694456,0.000132759766338041,0.000189404585595349,0.000238433422157062,0.000215850492899475,0.000291225127353647,0.000241406393471471,0.000244302277726985,0.000362193661478277,0.000396481367549199,0.000341370324378658,0.000358787259746638,0.000377463085163428,0.000530301057789626,0.000605420104386458,0.000609230374710828,0.000576146953403465,0.000603762354195344,0.000818852380453216,0.00085208634855745,0.000881994342986908,0.00090311195608954,0.000907257964421714
"Yield (OD600nm per ug/mL malto3)",0.000509949405535575,0.000453304422591852,0.0010463285889854,0.642662594763224,9.54006746305133e-05,0.000402114747790796,0.000419534874058652,0.000448164221793397,0.000418547489965638,0.000403350064761994,0.000354150204907789,0.000359459618331609,0.000354782677346864,0.000352325508602689,0.000371562493784341,0.000334682317539994,0.000329973157663752,0.000317993700585373,0.000333509700937169,0.000344227015236623,0.00028699391794069,0.000285871500737922,0.000293148382372849,0.000292179505769134,0.000297829003013227,0.000266168055484641,0.000293426494758759,0.000294002116751296,0.000298535768981423,0.00029259162732005,0.000280854020011289,0.000299045495904811,0.000295055810748774,0.00030180124301118,0.000288479525107508
"Yield algorithmic standard error estimate",6.49895421553556e-05,1.72299459964621e-05,0.000132679580221809,13.7672242748461,4.4201882876636e-05,9.28809170867449e-06,1.68859384230543e-05,2.33504839589051e-05,1.1724772449452e-05,5.15329245600684e-06,7.90217422272897e-06,7.67462671426154e-06,7.81646348472279e-06,6.63798831690207e-06,9.47022927976743e-06,5.96083555392655e-06,5.39626232248687e-06,7.28062818384117e-06,6.03515983678677e-06,6.10755694317464e-06,4.52742076847847e-06,4.95601709436499e-06,4.26712905473322e-06,4.48484074683298e-06,4.71828856454285e-06,3.31438161118517e-06,3.78387565241536e-06,3.80768984194268e-06,3.60091845877166e-06,3.7735147137209e-06,3.27540952181287e-06,3.4083453942298e-06,3.52797737194763e-06,3.61244782435816e-06,3.62903185768686e-06
"Lag estimate 1 (h)",2.33067378719891,2.84802398699083,3.1760513530863,1162.84057322528,5.01657251229912,2.88148185576619,2.84713075440067,2.90524693317585,3.44714883973224,3.01620007395898,3.79006207844397,3.98716293974807,3.84510364212163,3.61748932810254,3.50751156634493,4.96643794099421,4.99817265742605,4.87447850996895,4.59126430500935,4.45833308437518,5.92715069350278,5.61944034123472,5.84269819844492,5.91765949516222,5.65760193608309,7.13820311651818,7.17085033859225,7.03436405387025,6.84723891154978,6.9383903368887,7.57999282842716,7.4761267583818,7.57027461038563,7.57231620343252,7.50831771704612
"Lag estimate 2 (h)",NaN,0.338028169014085,NaN,0.338028169014085,1.35211267605634,3.04225352112676,3.04225352112676,0.338028169014085,3.71830985915493,3.38028169014085,2.36619718309859,3.38028169014085,3.04225352112676,3.38028169014085,2.70422535211268,4.3943661971831,4.73239436619718,4.73239436619718,3.38028169014085,3.38028169014085,5.07042253521127,5.07042253521127,5.40845070422535,5.40845070422535,4.73239436619718,6.42253521126761,6.42253521126761,6.42253521126761,6.08450704225352,6.08450704225352,7.09859154929577,6.76056338028169,7.09859154929577,6.76056338028169,6.76056338028169
"malto3 concentration used for this datapoint (ug/mL)",2.5,2.5,2.5,5,5,10,10,10,10,10,20,20,20,20,20,40,40,40,40,40,80,80,80,80,80,160,160,160,160,160,250,250,250,250,250
"Rsquareds for goodness of fit in [0,1]",0.482302797082752,0.912968800980209,0.492872697018623,0.40686634334574,0.251111631767151,0.979749090522378,0.943505147080221,0.897773041923889,0.951995876168003,0.992945210444393,0.968769960344245,0.971182230255704,0.978008373059438,0.984522000392284,0.972690721979626,0.979365955000142,0.982546790764704,0.966399385325562,0.978875256107416,0.97973645355593,0.983504026491637,0.980219252728587,0.985935137284846,0.984370063190614,0.98342790098962,0.989524775463602,0.988767072790452,0.98868463025585,0.990182989527684,0.98878892482774,0.990767800706882,0.991180164654236,0.990297920989308,0.990277478864953,0.989279780629717
