Var1,Var2,x_1_606_1_,x_1_606_2_,x_2_606_1_,x_2_606_2_,x_4_606_1_,x_4_606_2_,x_7_606_1_,x_7_606_2_,x_8_606_1_,x_8_606_2_,x_9_606_1_,x_9_606_2_,x_11_606_1_,x_11_606_2_,x_12_606_1_,x_13_606_1_,x_13_606_2_,x_14_606_1_,x_14_606_2_,x_17_606_1_,x_17_606_2_,x_18_606_1_,x_18_606_2_,x_19_606_1_,x_19_606_2_,x_20_606_1_,x_20_606_2_,x_21_606_1_,x_21_606_2_,x_22_606_1_,x_22_606_2_,x_23_606_1_,x_23_606_2_,x_26_606_1_,x_26_606_2_,x_27_606_1_,x_27_606_2_,x_28_606_1_,x_28_606_2_,x_29_606_1_,x_29_606_2_,x_32_606_1_,x_32_606_2_,x_41_606_1_,x_47_606_1_,x_47_606_2_,x_50_606_1_,x_51_606_1_,x_51_606_2_,x_52_606_1_,x_52_606_2_,x_56_606_1_,x_56_606_2_,x_57_606_1_,x_57_606_2_,x_59_606_1_,x_59_606_2_,x_60_606_1_,x_60_606_2_,x_61_606_1_,x_61_606_2_,x_62_606_1_,x_62_606_2_,x_65_606_1_,x_65_606_2_,x_66_606_1_,x_66_606_2_,x_67_606_1_,x_67_606_2_,x_68_606_1_,x_68_606_2_,x_69_606_1_,x_69_606_2_,x_70_606_1_,x_70_606_2_,x_71_606_1_,x_71_606_2_,x_94_606_1_,x_94_606_2_,x_95_606_1_,x_95_606_2_,x_96_606_1_,x_96_606_2_,x_98_606_1_,x_98_606_2_,x_99_606_1_,x_99_606_2_,x_30_b_1_,x_30_b_2_,x_41_b_1_,x_50_a_1_,x_97_b_1_,x_wt_
,'50b',0.159836065573771,0.419672131147541,0.268032786885246,0.231147540983607,0.342622950819672,0.129508196721311,0.205737704918033,0.184426229508197,0.190983606557377,0.118032786885246,0.175409836065574,0.10983606557377,0.157377049180328,0.185245901639344,0.089344262295082,0.164754098360656,0.191803278688525,0.272950819672131,0.163934426229508,0,0.189344262295082,0.484426229508197,0.341803278688525,0.161475409836066,0.129508196721311,0.0967213114754098,0.175409836065574,0.222950819672131,0.180327868852459,0.152459016393443,0.158196721311475,0.218852459016393,0.178688524590164,0.195901639344262,0.181967213114754,0.159836065573771,0.115573770491803,0.116393442622951,0.10983606557377,0.164754098360656,0.185245901639344,0.186065573770492,0.137704918032787,0.281967213114754,0.262295081967213,0.248360655737705,0.0655737704918033,0.249180327868852,0.225409836065574,0.173770491803279,0.121311475409836,0.261475409836066,0.202459016393443,0.242622950819672,0.245901639344262,0.236065573770492,0.225409836065574,0.166393442622951,0.165573770491803,0.165573770491803,0.122131147540984,0.122950819672131,0.184426229508197,0.154098360655738,0.24016393442623,0.186065573770492,0.294262295081967,0.318852459016393,0.24016393442623,0.215573770491803,0.255737704918033,0.173770491803279,0,0.136885245901639,0.230327868852459,0.267213114754098,0.268852459016393,0,0.313934426229508,0.218032786885246,0.0532786885245902,0.287704918032787,0.236065573770492,0.160655737704918,0.195081967213115,0.404918032786885,0.231967213114754,0.486885245901639,0.379508196721312,0.299180327868852,0.308196721311475,0,0.248360655737705
,'51a',0,0,0,0,0,0,0.0262295081967213,0.00819672131147541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213114754098361,0.0270491803278689,0,0,0,0,0,0,0,0,0.00819672131147541,0.080327868852459,0.0557377049180328,0,0,0,0,0,0.111475409836066,0,0,0,0.0467213114754098,0,0.0229508196721311,0,0,0,0,0,0,0,0,0,0,0.0139344262295082,0.00901639344262295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145081967213115,0.127049180327869,0,0,0,0
,'51b',0.223770491803279,0.439344262295082,0.0909836065573771,0,0,0,0,0,0,0,0,0,0.139344262295082,0.0155737704918033,0.0163934426229508,0,0.0909836065573771,0.00901639344262295,0,0,0,0.105737704918033,0.0786885245901639,0,0,0,0.10655737704918,0.121311475409836,0.0442622950819672,0,0,0,0,0.0442622950819672,0.0475409836065574,0.0245901639344262,0,0,0,0,0.0254098360655738,0.0278688524590164,0,0.0147540983606557,0.0344262295081967,0.0213114754098361,0,0.0762295081967213,0.251639344262295,0.136885245901639,0,0.0450819672131148,0,0,0,0,0,0.0975409836065574,0,0,0.0245901639344262,0,0.115573770491803,0,0,0,0.00983606557377049,0.0967213114754098,0.0442622950819672,0.0721311475409836,0.0672131147540984,0.0139344262295082,0,0.0270491803278689,0.0172131147540984,0.0614754098360656,0.0483606557377049,0,0,0.0491803278688525,0,0.0885245901639344,0.0713114754098361,0,0,0.159836065573771,0.0926229508196721,0.419672131147541,0.433606557377049,0,0,0,0.0475409836065574
,'52a',0,0.0114754098360656,0,0,0,0.0352459016393443,0,0,0,0,0.0352459016393443,0,0,0,0,0,0.0942622950819672,0,0,0,0.0229508196721311,0.157377049180328,0,0.0155737704918033,0,0,0,0,0,0.010655737704918,0,0,0,0,0,0.0319672131147541,0,0.010655737704918,0,0,0,0.150819672131148,0,0.0934426229508197,0.0836065573770492,0.0270491803278689,0,0.147540983606557,0.10655737704918,0.0262295081967213,0,0,0,0,0,0.0163934426229508,0,0,0,0.0262295081967213,0.0278688524590164,0.0221311475409836,0.00983606557377049,0,0,0,0.0122950819672131,0.100819672131148,0,0,0.0245901639344262,0,0,0.00983606557377049,0,0,0,0,0,0,0,0.0598360655737705,0.0729508196721311,0,0,0,0,0.185245901639344,0.298360655737705,0.0213114754098361,0,0,0
,'56a',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,'57b',0,0,0.0229508196721311,0.0278688524590164,0,0,0,0,0,0,0,0,0,0,0,0,0.0598360655737705,0,0,0,0,0.0319672131147541,0,0,0,0,0.0836065573770492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639344262295082,0,0.0885245901639344,0.039344262295082,0.0655737704918033,0,0,0.0967213114754098,0.040983606557377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401639344262295,0.069672131147541,0,0,0,0,0,0,0,0.0418032786885246,0,0,0,0,0,0,0,0,0.0385245901639344,0,0.178688524590164,0.232786885245902,0,0,0,0
,'59a',0,0.107377049180328,0.0147540983606557,0.05,0,0.00901639344262295,0,0,0.00901639344262295,0,0,0,0.0327868852459016,0,0,0.040983606557377,0.060655737704918,0,0,0,0,0.107377049180328,0,0,0.0491803278688525,0.00983606557377049,0.0745901639344262,0.138524590163934,0.0114754098360656,0.019672131147541,0,0,0.039344262295082,0.0122950819672131,0.0442622950819672,0,0,0.0147540983606557,0,0,0.0459016393442623,0,0,0.0598360655737705,0,0.0885245901639344,0,0.059016393442623,0.144262295081967,0.10327868852459,0,0.0737704918032787,0,0.0311475409836066,0.00901639344262295,0,0,0,0,0,0,0.0524590163934426,0.0467213114754098,0,0,0.0336065573770492,0,0.0852459016393443,0,0.0262295081967213,0.0631147540983607,0,0,0.0344262295081967,0,0.0672131147540984,0,0.0213114754098361,0,0,0,0.0540983606557377,0,0.0188524590163934,0,0.0770491803278689,0.0368852459016393,0.478688524590164,0.254098360655738,0.0114754098360656,0,0,0
,'60a',0.337704918032787,0.55,0.523770491803279,0.209836065573771,0.298360655737705,0.0565573770491803,0.208196721311475,0.208196721311475,0.180327868852459,0.0868852459016394,0.149180327868852,0.113934426229508,0.245081967213115,0.292622950819672,0.145081967213115,0.224590163934426,0.308196721311475,0.355737704918033,0.180327868852459,0,0.314754098360656,0.418032786885246,0.374590163934426,0.0901639344262295,0.259016393442623,0.185245901639344,0.358196721311475,0.35,0.285245901639344,0.248360655737705,0.207377049180328,0.141803278688525,0.201639344262295,0.258196721311475,0.279508196721312,0.122131147540984,0.300819672131148,0.254098360655738,0.237704918032787,0.387704918032787,0.30983606557377,0.276229508196721,0.0967213114754098,0.224590163934426,0.384426229508197,0.336065573770492,0.0385245901639344,0.312295081967213,0.354918032786885,0.345901639344262,0.334426229508197,0.349180327868852,0.280327868852459,0.254918032786885,0.155737704918033,0.177049180327869,0.212295081967213,0.118852459016393,0.172131147540984,0.171311475409836,0.3,0.321311475409836,0.350819672131148,0.20655737704918,0.316393442622951,0.0778688524590164,0.402459016393443,0.341803278688525,0.277868852459016,0.272131147540984,0.29344262295082,0.181967213114754,0,0.35327868852459,0.435245901639344,0.400819672131148,0.233606557377049,0,0.191803278688525,0.218852459016393,0,0.250819672131148,0.223770491803279,0.0360655737704918,0.327868852459016,0.448360655737705,0.516393442622951,0.64344262295082,0.513114754098361,0.254918032786885,0.241803278688525,0.0516393442622951,0.0795081967213115
,'61a',0.148360655737705,0.0918032786885246,0.0426229508196721,0.0885245901639344,0.0622950819672131,0.107377049180328,0.111475409836066,0.0245901639344262,0,0,0,0,0.0549180327868852,0.00983606557377049,0,0.0163934426229508,0.213934426229508,0.0737704918032787,0.163934426229508,0,0.19016393442623,0.368852459016393,0.069672131147541,0.101639344262295,0.0721311475409836,0,0.0975409836065574,0.142622950819672,0,0.163934426229508,0.168032786885246,0.05,0.089344262295082,0.148360655737705,0.180327868852459,0.0352459016393443,0.0532786885245902,0.0795081967213115,0.0827868852459016,0.0418032786885246,0.117213114754098,0.178688524590164,0,0.139344262295082,0.0213114754098361,0.252459016393443,0,0.237704918032787,0.20327868852459,0.14344262295082,0,0.209016393442623,0,0.145901639344262,0.104918032786885,0.0442622950819672,0.0385245901639344,0.197540983606557,0.0475409836065574,0.0155737704918033,0.0516393442622951,0.0795081967213115,0.039344262295082,0.0327868852459016,0.100819672131148,0,0.0868852459016394,0.286065573770492,0.163114754098361,0.163934426229508,0.190983606557377,0,0,0.107377049180328,0.14344262295082,0.0934426229508197,0.10983606557377,0,0,0.0901639344262295,0.0147540983606557,0.150819672131148,0.104918032786885,0,0,0.0959016393442623,0.123770491803279,0.283606557377049,0.230327868852459,0.0991803278688525,0.0844262295081967,0,0
,'61b',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080327868852459,0.127868852459016,0,0,0,0
,'62b',0.355737704918033,0.711475409836066,0.529508196721311,0.45,0.441803278688525,0.348360655737705,0.386885245901639,0.274590163934426,0.388524590163934,0.261475409836066,0.39672131147541,0.277049180327869,0.466393442622951,0.474590163934426,0.277049180327869,0.362295081967213,0.445901639344262,0.544262295081967,0.425409836065574,0.215573770491803,0.439344262295082,0.433606557377049,0.423770491803279,0.374590163934426,0.494262295081967,0.404098360655738,0.495081967213115,0.44016393442623,0.411475409836066,0.460655737704918,0.512295081967213,0.363934426229508,0.386065573770492,0.385245901639344,0.395081967213115,0.385245901639344,0.490983606557377,0.44344262295082,0.440983606557377,0.415573770491803,0.475409836065574,0.40655737704918,0.287704918032787,0.428688524590164,0.405737704918033,0.359836065573771,0.268852459016393,0.368852459016393,0.404918032786885,0.410655737704918,0.409016393442623,0.537704918032787,0.40655737704918,0.39672131147541,0.454098360655738,0.430327868852459,0.340983606557377,0.408196721311475,0.338524590163934,0.325409836065574,0.377868852459016,0.405737704918033,0.526229508196721,0.354918032786885,0.481147540983607,0.280327868852459,0.471311475409836,0.531147540983607,0.490983606557377,0.494262295081967,0.368032786885246,0.361475409836066,0.120491803278689,0.429508196721311,0.477049180327869,0.422950819672131,0.435245901639344,0.114754098360656,0.469672131147541,0.483606557377049,0.259016393442623,0.461475409836066,0.418852459016393,0.25655737704918,0.286885245901639,0.466393442622951,0.445081967213115,0.54016393442623,0.513934426229508,0.39344262295082,0.463114754098361,0.0934426229508197,0.374590163934426
,'65b',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,'66a',0.312295081967213,0.464754098360656,0.454918032786885,0.269672131147541,0.484426229508197,0.291803278688525,0.204098360655738,0.300819672131148,0.363934426229508,0.181967213114754,0.25655737704918,0.245081967213115,0.252459016393443,0.268032786885246,0.19016393442623,0.286065573770492,0.276229508196721,0.254098360655738,0.274590163934426,0.080327868852459,0.273770491803279,0.354918032786885,0.409016393442623,0.322131147540984,0.258196721311475,0.235245901639344,0.336885245901639,0.311475409836066,0.35655737704918,0.222131147540984,0.223770491803279,0.221311475409836,0.265573770491803,0.267213114754098,0.281967213114754,0.208196721311475,0.227868852459016,0.252459016393443,0.263934426229508,0.236065573770492,0.310655737704918,0.281967213114754,0.118852459016393,0.160655737704918,0.238524590163934,0.207377049180328,0.115573770491803,0.274590163934426,0.232786885245902,0.301639344262295,0.218852459016393,0.255737704918033,0.234426229508197,0.231147540983607,0.224590163934426,0.155737704918033,0.19016393442623,0.14344262295082,0.191803278688525,0.124590163934426,0.208196721311475,0.197540983606557,0.278688524590164,0.138524590163934,0.214754098360656,0.101639344262295,0.249180327868852,0.241803278688525,0.170491803278689,0.155737704918033,0.178688524590164,0.177868852459016,0,0.282786885245902,0.268032786885246,0.234426229508197,0.194262295081967,0,0.237704918032787,0.254098360655738,0.0549180327868852,0.168032786885246,0.219672131147541,0.204918032786885,0.136885245901639,0.264754098360656,0.288524590163934,0.339344262295082,0.415573770491803,0.289344262295082,0.257377049180328,0.030327868852459,0.222131147540984
,'67a',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,'68a',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368852459016393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295081967213115,0.0336065573770492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213114754098361,0,0.0122950819672131,0.0147540983606557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284426229508197,0.269672131147541,0,0,0,0
,'69a',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24344262295082,0.209016393442623,0,0,0,0
,'70a',0.212295081967213,0.264754098360656,0.202459016393443,0.112295081967213,0.117213114754098,0.109016393442623,0.138524590163934,0.0704918032786885,0.0885245901639344,0,0.0540983606557377,0.0631147540983607,0.0360655737704918,0.0540983606557377,0,0.0672131147540984,0.0909836065573771,0.188524590163934,0.0860655737704918,0,0.113934426229508,0.220491803278689,0.159016393442623,0.0688524590163935,0.0139344262295082,0.05,0.0918032786885246,0.0762295081967213,0.130327868852459,0.0721311475409836,0.0368852459016393,0.0639344262295082,0.0754098360655738,0.0934426229508197,0.0614754098360656,0.0491803278688525,0.0442622950819672,0.0475409836065574,0.0327868852459016,0.059016393442623,0.0655737704918033,0.0983606557377049,0,0.158196721311475,0.0688524590163935,0.137704918032787,0.0295081967213115,0.172950819672131,0.178688524590164,0.0483606557377049,0.0262295081967213,0.127049180327869,0.0434426229508197,0.0483606557377049,0.0319672131147541,0,0.0754098360655738,0.129508196721311,0.0262295081967213,0.0295081967213115,0.0221311475409836,0.0254098360655738,0.0442622950819672,0.0319672131147541,0.0418032786885246,0,0.0909836065573771,0.214754098360656,0.0737704918032787,0.0909836065573771,0.0852459016393443,0,0,0.0254098360655738,0.0434426229508197,0.0868852459016394,0.0442622950819672,0,0.1,0.0360655737704918,0,0.101639344262295,0.0868852459016394,0.0163934426229508,0,0.0163934426229508,0,0.327868852459016,0.322950819672131,0.0573770491803279,0.109016393442623,0.0344262295081967,0.0188524590163934
,'70b',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147540983606557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109016393442623,0.113934426229508,0,0,0,0
,'71a',0.136885245901639,0.333606557377049,0.010655737704918,0.010655737704918,0.191803278688525,0.0909836065573771,0.127868852459016,0.0934426229508197,0.122131147540984,0.0434426229508197,0.14016393442623,0.132786885245902,0.0827868852459016,0.0901639344262295,0.0344262295081967,0.0811475409836066,0.138524590163934,0.239344262295082,0.122131147540984,0,0.138524590163934,0.279508196721312,0.260655737704918,0.138524590163934,0.0672131147540984,0.0262295081967213,0.135245901639344,0.252459016393443,0.15655737704918,0.0983606557377049,0.151639344262295,0.108196721311475,0.109016393442623,0.113934426229508,0.140983606557377,0.126229508196721,0.0991803278688525,0.0516393442622951,0.0983606557377049,0.115573770491803,0.172131147540984,0.117213114754098,0.0549180327868852,0.177049180327869,0.163934426229508,0.159836065573771,0,0.216393442622951,0.181967213114754,0.162295081967213,0.10983606557377,0.24344262295082,0.0959016393442623,0.164754098360656,0.0918032786885246,0.039344262295082,0.134426229508197,0.123770491803279,0.102459016393443,0.0967213114754098,0.0967213114754098,0.0557377049180328,0.189344262295082,0.0860655737704918,0.112295081967213,0.030327868852459,0.209016393442623,0.317213114754098,0.15,0.158196721311475,0.319672131147541,0.105737704918033,0,0.119672131147541,0.152459016393443,0.150819672131148,0.118852459016393,0,0.149180327868852,0.135245901639344,0.0180327868852459,0.195081967213115,0.151639344262295,0.0745901639344262,0.0688524590163935,0.345901639344262,0.326229508196721,0.387704918032787,0.364754098360656,0.108196721311475,0.15327868852459,0,0.0950819672131148
,'71b',0,0.0204918032786885,0.0180327868852459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131147540983607,0,0,0,0.0147540983606557,0.0852459016393443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00901639344262295,0,0,0.0188524590163934,0,0,0.0180327868852459,0.0188524590163934,0,0,0.0114754098360656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163934426229508,0,0.0172131147540984,0.0163934426229508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114754098360656,0.122131147540984,0,0,0,0
,'7a',0.264754098360656,0.507377049180328,0.35,0.236065573770492,0.299180327868852,0.134426229508197,0.189344262295082,0.165573770491803,0.161475409836066,0.0663934426229508,0.181967213114754,0.0811475409836066,0.314754098360656,0.277049180327869,0.141803278688525,0.177049180327869,0.319672131147541,0.295901639344262,0.166393442622951,0,0.230327868852459,0.389344262295082,0.275409836065574,0.132786885245902,0.25655737704918,0.113934426229508,0.259016393442623,0.313934426229508,0.00819672131147541,0.166393442622951,0.123770491803279,0.110655737704918,0.00409836065573771,0.155737704918033,0.185245901639344,0.149180327868852,0.290983606557377,0.185245901639344,0.161475409836066,0.137704918032787,0.127868852459016,0.3,0.139344262295082,0.207377049180328,0.236885245901639,0.270491803278689,0.0508196721311475,0.285245901639344,0.348360655737705,0.205737704918033,0.121311475409836,0.266393442622951,0.0950819672131148,0.161475409836066,0.123770491803279,0.111475409836066,0.149180327868852,0.160655737704918,0.119672131147541,0.161475409836066,0.132786885245902,0.120491803278689,0.178688524590164,0.0622950819672131,0.119672131147541,0,0.172950819672131,0.228688524590164,0.145901639344262,0.165573770491803,0.15,0.14016393442623,0,0.157377049180328,0.177868852459016,0.187704918032787,0.217213114754098,0,0.0901639344262295,0.059016393442623,0.0401639344262295,0,0.182786885245902,0.0459016393442623,0,0.4,0.214754098360656,0.325409836065574,0.345901639344262,0.0918032786885246,0.14344262295082,0.0549180327868852,0.0704918032786885
,'94a',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,'95a',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786885245901639,0,0,0,0.00901639344262295,0.118032786885246,0.019672131147541,0.010655737704918,0,0,0,0,0,0,0,0,0,0.0131147540983607,0,0,0,0,0,0,0,0.112295081967213,0,0.0795081967213115,0.0114754098360656,0.0918032786885246,0,0.0344262295081967,0.0622950819672131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180327868852459,0.010655737704918,0.00819672131147541,0.0188524590163934,0,0,0,0.0131147540983607,0,0,0,0,0,0,0,0.0131147540983607,0,0,0,0,0.131967213114754,0.175409836065574,0,0,0,0
,'96a',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,'96b',0.383606557377049,0.49672131147541,0.470491803278689,0.378688524590164,0.321311475409836,0.372131147540984,0.35655737704918,0.297540983606557,0.263934426229508,0.319672131147541,0.218852459016393,0.275409836065574,0.461475409836066,0.381967213114754,0.371311475409836,0.388524590163934,0.350819672131148,0.372950819672131,0.432786885245902,0.283606557377049,0.409016393442623,0.380327868852459,0.29344262295082,0.35,0.407377049180328,0.401639344262295,0.390983606557377,0.335245901639344,0.287704918032787,0.468032786885246,0.365573770491803,0.358196721311475,0.331967213114754,0.387704918032787,0.420491803278689,0.3,0.391803278688525,0.372950819672131,0.371311475409836,0.373770491803279,0.350819672131148,0.357377049180328,0.230327868852459,0.418852459016393,0.441803278688525,0.404918032786885,0.268032786885246,0.328688524590164,0.408196721311475,0.418852459016393,0.386065573770492,0.407377049180328,0.407377049180328,0.390983606557377,0.371311475409836,0.378688524590164,0.352459016393443,0.415573770491803,0.439344262295082,0.377868852459016,0.380327868852459,0.417213114754098,0.549180327868853,0.502459016393443,0.450819672131148,0.335245901639344,0.472950819672131,0.472950819672131,0.476229508196721,0.491803278688525,0.568032786885246,0.374590163934426,0.284426229508197,0.522950819672131,0.529508196721311,0.50327868852459,0.550819672131148,0.227868852459016,0.585245901639344,0.486885245901639,0.423770491803279,0.528688524590164,0.577049180327869,0.336885245901639,0.487704918032787,0.557377049180328,0.421311475409836,0.486065573770492,0.624590163934426,0.494262295081967,0.472131147540984,0.276229508196721,0.545081967213115
,'97b',0.270491803278689,0.454098360655738,0.509016393442623,0.449180327868853,0.482786885245902,0.625409836065574,0.547540983606557,0.348360655737705,0.531147540983607,0.331147540983607,0.295081967213115,0.322131147540984,0.486065573770492,0.49344262295082,0.327868852459016,0.352459016393443,0.541803278688525,0.554918032786885,0.447540983606557,0.334426229508197,0.470491803278689,0.50655737704918,0.444262295081967,0.409016393442623,0.465573770491803,0.404918032786885,0.559836065573771,0.475409836065574,0.409836065573771,0.515573770491803,0.513114754098361,0.374590163934426,0.474590163934426,0.541803278688525,0.531147540983607,0.482786885245902,0.513934426229508,0.509836065573771,0.537704918032787,0.55655737704918,0.514754098360656,0.460655737704918,0.349180327868852,0.59344262295082,0.517213114754098,0.498360655737705,0.309016393442623,0.444262295081967,0.518852459016393,0.523770491803279,0.561475409836066,0.54344262295082,0.550819672131148,0.564754098360656,0.531147540983607,0.364754098360656,0.442622950819672,0.498360655737705,0.517213114754098,0.465573770491803,0.531147540983607,0.511475409836066,0.572131147540984,0.49016393442623,0.554098360655738,0.386065573770492,0.572131147540984,0.499180327868852,0.536885245901639,0.507377049180328,0.562295081967213,0.481967213114754,0.139344262295082,0.417213114754098,0.457377049180328,0.490983606557377,0.471311475409836,0.170491803278689,0.512295081967213,0.507377049180328,0.386885245901639,0.535245901639344,0.527049180327869,0.439344262295082,0.354918032786885,0.528688524590164,0.487704918032787,0.437704918032787,0.355737704918033,0.433606557377049,0.475409836065574,0.108196721311475,0.367213114754098
,'98a',0.0401639344262295,0.0401639344262295,0.0401639344262295,0.0401639344262295,0.0401639344262295,0.0401639344262295,0.0401639344262295,0.0401639344262295,0.0401639344262295,0.0401639344262295,0.0401639344262295,0.0401639344262295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,'99a',0.0811475409836066,0.274590163934426,0.0786885245901639,0.25,0.185245901639344,0.0721311475409836,0.0631147540983607,0.0524590163934426,0.0754098360655738,0,0,0,0.0983606557377049,0,0,0.0909836065573771,0.214754098360656,0.0959016393442623,0.108196721311475,0,0.120491803278689,0.249180327868852,0.102459016393443,0.0737704918032787,0.0786885245901639,0,0.568032786885246,0.514754098360656,0.0852459016393443,0.14016393442623,0.0885245901639344,0.0581967213114754,0.0836065573770492,0.160655737704918,0.134426229508197,0.0434426229508197,0.197540983606557,0.145081967213115,0.059016393442623,0.115573770491803,0.163114754098361,0.29016393442623,0,0.252459016393443,0.122950819672131,0.201639344262295,0,0.197540983606557,0.276229508196721,0.614754098360656,0.0688524590163935,0.25327868852459,0,0.0688524590163935,0,0.0295081967213115,0.0827868852459016,0.124590163934426,0.159836065573771,0.0909836065573771,0.149180327868852,0.139344262295082,0.151639344262295,0,0.0663934426229508,0,0.0704918032786885,0.405737704918033,0.14344262295082,0.217213114754098,0.218852459016393,0.0426229508196721,0,0.0344262295081967,0.168852459016393,0.155737704918033,0.222131147540984,0,0.0852459016393443,0,0,0.20655737704918,0.179508196721311,0,0,0.162295081967213,0.0811475409836066,0.397540983606557,0.291803278688525,0.239344262295082,0.0959016393442623,0,0
,'9a',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
